"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","T_NICTHRS","Non-ICT capital deepening","2015Y","Index","2006","2006","IDX","Index","0","Units","2015_100","2015=100",73.965743,,
"ESP","Spain","T_NICTHRS","Non-ICT capital deepening","2015Y","Index","2007","2007","IDX","Index","0","Units","2015_100","2015=100",75.845336,,
"ESP","Spain","T_NICTHRS","Non-ICT capital deepening","2015Y","Index","2008","2008","IDX","Index","0","Units","2015_100","2015=100",78.61277,,
"ESP","Spain","T_NICTHRS","Non-ICT capital deepening","2015Y","Index","2009","2009","IDX","Index","0","Units","2015_100","2015=100",85.532179,,
"ESP","Spain","T_NICTHRS","Non-ICT capital deepening","2015Y","Index","2010","2010","IDX","Index","0","Units","2015_100","2015=100",89.553589,,
"ESP","Spain","T_NICTHRS","Non-ICT capital deepening","2015Y","Index","2011","2011","IDX","Index","0","Units","2015_100","2015=100",93.242856,,
"ESP","Spain","T_NICTHRS","Non-ICT capital deepening","2015Y","Index","2012","2012","IDX","Index","0","Units","2015_100","2015=100",98.857864,,
"ESP","Spain","T_NICTHRS","Non-ICT capital deepening","2015Y","Index","2013","2013","IDX","Index","0","Units","2015_100","2015=100",102.489589,,
"ESP","Spain","T_NICTHRS","Non-ICT capital deepening","2015Y","Index","2014","2014","IDX","Index","0","Units","2015_100","2015=100",102.112326,,
"ESP","Spain","T_NICTHRS","Non-ICT capital deepening","2015Y","Index","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"ESP","Spain","T_NICTHRS","Non-ICT capital deepening","2015Y","Index","2016","2016","IDX","Index","0","Units","2015_100","2015=100",98.229634,,
"ESP","Spain","T_NICTHRS","Non-ICT capital deepening","2015Y","Index","2017","2017","IDX","Index","0","Units","2015_100","2015=100",97.135624,,
"ESP","Spain","T_NICTHRS","Non-ICT capital deepening","2015Y","Index","2018","2018","IDX","Index","0","Units","2015_100","2015=100",95.702571,,
"ESP","Spain","T_NICTHRS","Non-ICT capital deepening","2015Y","Index","2019","2019","IDX","Index","0","Units","2015_100","2015=100",94.976497,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","1985","1985","IDX","Index","0","Units","2015_100","2015=100",34.343775,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","1986","1986","IDX","Index","0","Units","2015_100","2015=100",35.840849,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","1987","1987","IDX","Index","0","Units","2015_100","2015=100",37.573123,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","1988","1988","IDX","Index","0","Units","2015_100","2015=100",39.491716,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","1989","1989","IDX","Index","0","Units","2015_100","2015=100",41.731224,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","1990","1990","IDX","Index","0","Units","2015_100","2015=100",43.652077,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","1991","1991","IDX","Index","0","Units","2015_100","2015=100",45.010737,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","1992","1992","IDX","Index","0","Units","2015_100","2015=100",45.872859,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","1993","1993","IDX","Index","0","Units","2015_100","2015=100",46.586704,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","1994","1994","IDX","Index","0","Units","2015_100","2015=100",47.810745,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","1995","1995","IDX","Index","0","Units","2015_100","2015=100",49.469224,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","1996","1996","IDX","Index","0","Units","2015_100","2015=100",51.24827,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","1997","1997","IDX","Index","0","Units","2015_100","2015=100",53.214284,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","1998","1998","IDX","Index","0","Units","2015_100","2015=100",55.893655,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","1999","1999","IDX","Index","0","Units","2015_100","2015=100",58.983846,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2000","2000","IDX","Index","0","Units","2015_100","2015=100",62.594857,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2001","2001","IDX","Index","0","Units","2015_100","2015=100",65.61735,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2002","2002","IDX","Index","0","Units","2015_100","2015=100",67.818603,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2003","2003","IDX","Index","0","Units","2015_100","2015=100",70.348734,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2004","2004","IDX","Index","0","Units","2015_100","2015=100",72.891613,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2005","2005","IDX","Index","0","Units","2015_100","2015=100",75.737268,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2006","2006","IDX","Index","0","Units","2015_100","2015=100",78.770496,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2007","2007","IDX","Index","0","Units","2015_100","2015=100",81.984771,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2008","2008","IDX","Index","0","Units","2015_100","2015=100",85.094653,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2009","2009","IDX","Index","0","Units","2015_100","2015=100",86.459844,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2010","2010","IDX","Index","0","Units","2015_100","2015=100",88.158634,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2011","2011","IDX","Index","0","Units","2015_100","2015=100",90.463049,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2012","2012","IDX","Index","0","Units","2015_100","2015=100",92.520818,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2013","2013","IDX","Index","0","Units","2015_100","2015=100",94.498297,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2014","2014","IDX","Index","0","Units","2015_100","2015=100",96.688895,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2016","2016","IDX","Index","0","Units","2015_100","2015=100",103.152165,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2017","2017","IDX","Index","0","Units","2015_100","2015=100",107.223593,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2018","2018","IDX","Index","0","Units","2015_100","2015=100",110.829211,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2019","2019","IDX","Index","0","Units","2015_100","2015=100",113.409843,,
"SWE","Sweden","T_KSER","Total capital services","2015Y","Index","2020","2020","IDX","Index","0","Units","2015_100","2015=100",116.334188,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","1985","1985","IDX","Index","0","Units","2015_100","2015=100",3.650608,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","1986","1986","IDX","Index","0","Units","2015_100","2015=100",4.378621,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","1987","1987","IDX","Index","0","Units","2015_100","2015=100",5.231315,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","1988","1988","IDX","Index","0","Units","2015_100","2015=100",6.217231,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","1989","1989","IDX","Index","0","Units","2015_100","2015=100",7.284665,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","1990","1990","IDX","Index","0","Units","2015_100","2015=100",8.197671,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","1991","1991","IDX","Index","0","Units","2015_100","2015=100",8.984257,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","1992","1992","IDX","Index","0","Units","2015_100","2015=100",9.764444,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","1993","1993","IDX","Index","0","Units","2015_100","2015=100",11.064192,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","1994","1994","IDX","Index","0","Units","2015_100","2015=100",12.792117,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","1995","1995","IDX","Index","0","Units","2015_100","2015=100",14.948642,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","1996","1996","IDX","Index","0","Units","2015_100","2015=100",17.198481,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","1997","1997","IDX","Index","0","Units","2015_100","2015=100",19.818154,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","1998","1998","IDX","Index","0","Units","2015_100","2015=100",23.500433,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","1999","1999","IDX","Index","0","Units","2015_100","2015=100",27.723235,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2000","2000","IDX","Index","0","Units","2015_100","2015=100",32.763799,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2001","2001","IDX","Index","0","Units","2015_100","2015=100",36.853927,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2002","2002","IDX","Index","0","Units","2015_100","2015=100",39.914342,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2003","2003","IDX","Index","0","Units","2015_100","2015=100",44.551764,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2004","2004","IDX","Index","0","Units","2015_100","2015=100",49.366546,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2005","2005","IDX","Index","0","Units","2015_100","2015=100",54.904499,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2006","2006","IDX","Index","0","Units","2015_100","2015=100",60.611938,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2007","2007","IDX","Index","0","Units","2015_100","2015=100",66.240985,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2008","2008","IDX","Index","0","Units","2015_100","2015=100",71.890007,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2009","2009","IDX","Index","0","Units","2015_100","2015=100",74.518328,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2010","2010","IDX","Index","0","Units","2015_100","2015=100",77.319332,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2011","2011","IDX","Index","0","Units","2015_100","2015=100",81.605805,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2012","2012","IDX","Index","0","Units","2015_100","2015=100",85.016352,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2013","2013","IDX","Index","0","Units","2015_100","2015=100",88.19595,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2014","2014","IDX","Index","0","Units","2015_100","2015=100",91.617857,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2016","2016","IDX","Index","0","Units","2015_100","2015=100",107.283354,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2017","2017","IDX","Index","0","Units","2015_100","2015=100",118.257093,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2018","2018","IDX","Index","0","Units","2015_100","2015=100",126.825093,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2019","2019","IDX","Index","0","Units","2015_100","2015=100",131.622381,,
"SWE","Sweden","T_ICT","ICT capital","2015Y","Index","2020","2020","IDX","Index","0","Units","2015_100","2015=100",139.405921,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","1985","1985","IDX","Index","0","Units","2015_100","2015=100",62.074741,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","1986","1986","IDX","Index","0","Units","2015_100","2015=100",63.419529,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","1987","1987","IDX","Index","0","Units","2015_100","2015=100",65.029656,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","1988","1988","IDX","Index","0","Units","2015_100","2015=100",66.805724,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","1989","1989","IDX","Index","0","Units","2015_100","2015=100",69.219335,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","1990","1990","IDX","Index","0","Units","2015_100","2015=100",71.4369,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","1991","1991","IDX","Index","0","Units","2015_100","2015=100",72.872333,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","1992","1992","IDX","Index","0","Units","2015_100","2015=100",73.474232,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","1993","1993","IDX","Index","0","Units","2015_100","2015=100",73.227483,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","1994","1994","IDX","Index","0","Units","2015_100","2015=100",73.492208,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","1995","1995","IDX","Index","0","Units","2015_100","2015=100",74.125833,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","1996","1996","IDX","Index","0","Units","2015_100","2015=100",74.911383,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","1997","1997","IDX","Index","0","Units","2015_100","2015=100",75.654632,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","1998","1998","IDX","Index","0","Units","2015_100","2015=100",76.591699,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","1999","1999","IDX","Index","0","Units","2015_100","2015=100",77.824166,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2000","2000","IDX","Index","0","Units","2015_100","2015=100",79.345386,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2001","2001","IDX","Index","0","Units","2015_100","2015=100",81.003654,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2002","2002","IDX","Index","0","Units","2015_100","2015=100",82.289979,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2003","2003","IDX","Index","0","Units","2015_100","2015=100",83.015422,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2004","2004","IDX","Index","0","Units","2015_100","2015=100",83.829771,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2005","2005","IDX","Index","0","Units","2015_100","2015=100",84.814919,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2006","2006","IDX","Index","0","Units","2015_100","2015=100",86.131135,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2007","2007","IDX","Index","0","Units","2015_100","2015=100",87.916043,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2008","2008","IDX","Index","0","Units","2015_100","2015=100",89.679005,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2009","2009","IDX","Index","0","Units","2015_100","2015=100",90.454447,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2010","2010","IDX","Index","0","Units","2015_100","2015=100",91.683493,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2011","2011","IDX","Index","0","Units","2015_100","2015=100",93.224969,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2012","2012","IDX","Index","0","Units","2015_100","2015=100",94.80891,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2013","2013","IDX","Index","0","Units","2015_100","2015=100",96.394661,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.207228,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2016","2016","IDX","Index","0","Units","2015_100","2015=100",101.963464,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2017","2017","IDX","Index","0","Units","2015_100","2015=100",104.088004,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2018","2018","IDX","Index","0","Units","2015_100","2015=100",106.375294,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2019","2019","IDX","Index","0","Units","2015_100","2015=100",108.388383,,
"SWE","Sweden","T_NICT","Non-ICT capital","2015Y","Index","2020","2020","IDX","Index","0","Units","2015_100","2015=100",110.093819,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","1985","1985","IDX","Index","0","Units","2015_100","2015=100",81.966417,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","1986","1986","IDX","Index","0","Units","2015_100","2015=100",82.676672,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","1987","1987","IDX","Index","0","Units","2015_100","2015=100",83.291989,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","1988","1988","IDX","Index","0","Units","2015_100","2015=100",82.538958,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","1989","1989","IDX","Index","0","Units","2015_100","2015=100",82.389236,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","1990","1990","IDX","Index","0","Units","2015_100","2015=100",81.32893,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","1991","1991","IDX","Index","0","Units","2015_100","2015=100",80.783136,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","1992","1992","IDX","Index","0","Units","2015_100","2015=100",80.977298,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","1993","1993","IDX","Index","0","Units","2015_100","2015=100",80.949964,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","1994","1994","IDX","Index","0","Units","2015_100","2015=100",82.585309,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","1995","1995","IDX","Index","0","Units","2015_100","2015=100",83.685901,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","1996","1996","IDX","Index","0","Units","2015_100","2015=100",84.062302,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","1997","1997","IDX","Index","0","Units","2015_100","2015=100",86.1295,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","1998","1998","IDX","Index","0","Units","2015_100","2015=100",87.456061,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","1999","1999","IDX","Index","0","Units","2015_100","2015=100",87.983245,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2000","2000","IDX","Index","0","Units","2015_100","2015=100",89.767707,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2001","2001","IDX","Index","0","Units","2015_100","2015=100",89.317791,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2002","2002","IDX","Index","0","Units","2015_100","2015=100",91.158937,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2003","2003","IDX","Index","0","Units","2015_100","2015=100",93.114739,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2004","2004","IDX","Index","0","Units","2015_100","2015=100",95.488533,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2005","2005","IDX","Index","0","Units","2015_100","2015=100",97.001133,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2006","2006","IDX","Index","0","Units","2015_100","2015=100",99.099363,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2007","2007","IDX","Index","0","Units","2015_100","2015=100",99.061921,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2008","2008","IDX","Index","0","Units","2015_100","2015=100",96.583221,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2009","2009","IDX","Index","0","Units","2015_100","2015=100",93.818312,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2010","2010","IDX","Index","0","Units","2015_100","2015=100",97.161946,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2011","2011","IDX","Index","0","Units","2015_100","2015=100",97.891572,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2012","2012","IDX","Index","0","Units","2015_100","2015=100",96.665941,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2013","2013","IDX","Index","0","Units","2015_100","2015=100",96.888274,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.763463,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2016","2016","IDX","Index","0","Units","2015_100","2015=100",99.250384,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2017","2017","IDX","Index","0","Units","2015_100","2015=100",99.483367,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2018","2018","IDX","Index","0","Units","2015_100","2015=100",99.285142,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2019","2019","IDX","Index","0","Units","2015_100","2015=100",100.794901,,
"SWE","Sweden","T_MFP","Multifactor productivity","2015Y","Index","2020","2020","IDX","Index","0","Units","2015_100","2015=100",99.260691,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","1985","1985","IDX","Index","0","Units","2015_100","2015=100",39.399575,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","1986","1986","IDX","Index","0","Units","2015_100","2015=100",40.93087,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","1987","1987","IDX","Index","0","Units","2015_100","2015=100",42.321234,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","1988","1988","IDX","Index","0","Units","2015_100","2015=100",43.367644,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","1989","1989","IDX","Index","0","Units","2015_100","2015=100",45.229571,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","1990","1990","IDX","Index","0","Units","2015_100","2015=100",46.991249,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","1991","1991","IDX","Index","0","Units","2015_100","2015=100",49.594544,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","1992","1992","IDX","Index","0","Units","2015_100","2015=100",52.207798,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","1993","1993","IDX","Index","0","Units","2015_100","2015=100",55.243451,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","1994","1994","IDX","Index","0","Units","2015_100","2015=100",55.937446,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","1995","1995","IDX","Index","0","Units","2015_100","2015=100",56.752474,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","1996","1996","IDX","Index","0","Units","2015_100","2015=100",58.870204,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","1997","1997","IDX","Index","0","Units","2015_100","2015=100",61.691249,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","1998","1998","IDX","Index","0","Units","2015_100","2015=100",63.802267,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","1999","1999","IDX","Index","0","Units","2015_100","2015=100",65.628133,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2000","2000","IDX","Index","0","Units","2015_100","2015=100",68.932448,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2001","2001","IDX","Index","0","Units","2015_100","2015=100",71.80188,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2002","2002","IDX","Index","0","Units","2015_100","2015=100",75.169798,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2003","2003","IDX","Index","0","Units","2015_100","2015=100",79.084206,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2004","2004","IDX","Index","0","Units","2015_100","2015=100",81.289403,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2005","2005","IDX","Index","0","Units","2015_100","2015=100",84.443906,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2006","2006","IDX","Index","0","Units","2015_100","2015=100",86.411839,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2007","2007","IDX","Index","0","Units","2015_100","2015=100",87.230461,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2008","2008","IDX","Index","0","Units","2015_100","2015=100",89.401062,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2009","2009","IDX","Index","0","Units","2015_100","2015=100",93.514309,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2010","2010","IDX","Index","0","Units","2015_100","2015=100",93.167349,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2011","2011","IDX","Index","0","Units","2015_100","2015=100",93.466949,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2012","2012","IDX","Index","0","Units","2015_100","2015=100",95.66465,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2013","2013","IDX","Index","0","Units","2015_100","2015=100",97.310967,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.147579,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.502597,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2017","2017","IDX","Index","0","Units","2015_100","2015=100",102.853412,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2018","2018","IDX","Index","0","Units","2015_100","2015=100",104.662608,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2019","2019","IDX","Index","0","Units","2015_100","2015=100",107.483703,,
"SWE","Sweden","T_KSERHRS","Capital deepening","2015Y","Index","2020","2020","IDX","Index","0","Units","2015_100","2015=100",113.749017,,
"SWE","Sweden","T_ICTHRS","ICT capital deepening","2015Y","Index","1985","1985","IDX","Index","0","Units","2015_100","2015=100",4.139173,,
"SWE","Sweden","T_ICTHRS","ICT capital deepening","2015Y","Index","1986","1986","IDX","Index","0","Units","2015_100","2015=100",4.945059,,
"SWE","Sweden","T_ICTHRS","ICT capital deepening","2015Y","Index","1987","1987","IDX","Index","0","Units","2015_100","2015=100",5.837032,,
"SWE","Sweden","T_ICTHRS","ICT capital deepening","2015Y","Index","1988","1988","IDX","Index","0","Units","2015_100","2015=100",6.78337,,
"SWE","Sweden","T_ICTHRS","ICT capital deepening","2015Y","Index","1989","1989","IDX","Index","0","Units","2015_100","2015=100",7.854565,,
"SWE","Sweden","T_ICTHRS","ICT capital deepening","2015Y","Index","1990","1990","IDX","Index","0","Units","2015_100","2015=100",8.783392,,
"SWE","Sweden","T_ICTHRS","ICT capital deepening","2015Y","Index","1991","1991","IDX","Index","0","Units","2015_100","2015=100",9.839395,,
"SWE","Sweden","T_ICTHRS","ICT capital deepening","2015Y","Index","1992","1992","IDX","Index","0","Units","2015_100","2015=100",11.023842,,
"SWE","Sweden","T_ICTHRS","ICT capital deepening","2015Y","Index","1993","1993","IDX","Index","0","Units","2015_100","2015=100",12.96067,,
"SWE","Sweden","T_ICTHRS","ICT capital deepening","2015Y","Index","1994","1994","IDX","Index","0","Units","2015_100","2015=100",14.807057,,
"SWE","Sweden","T_ICTHRS","ICT capital deepening","2015Y","Index","1995","1995","IDX","Index","0","Units","2015_100","2015=100",17.005375,,
